Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Thürnen;4441;0;Thürnen;BL;629351;256072
Tiefencastel;7450;0;Albula/Alvra;GR;763317;170081
Tinizong;7453;0;Tinizong-Rona;GR;767130;161470
Titterten;4425;0;Titterten;BL;621203;250380
Tobel;9555;0;Tobel-Tägerschen;TG;720225;264213
Toffen;3125;0;Toffen;BE;604132;189711
Tolochenaz;1131;0;Tolochenaz;VD;525949;150967
Torgon;1899;0;Vionnaz;VS;556872;129463
Torny-le-Grand;1748;0;Torny;FR;564094;180046
Torre;6717;1;Blenio;TI;716338;149561
Torricella;6808;0;Torricella-Taverne;TI;714510;102683
Trachselwald;3456;0;Trachselwald;BE;623163;207377
Trachslau;8840;2;Einsiedeln;SZ;697684;217111
Tramelan;2720;0;Tramelan;BE;574138;230300
Trans;7407;0;Domleschg;GR;754672;181190
Trasadingen;8219;0;Trasadingen;SH;674509;280171
Travers;2105;0;Val-de-Travers;NE;541835;199148
Treiten;3226;0;Treiten;BE;578883;206484
Tremona;6865;0;Mendrisio;TI;718005;82173.8
Trey;1552;0;Trey;VD;560837;180027
Treycovagnes;1436;0;Treycovagnes;VD;536667;180662
Treyfayes;1626;2;Sâles;FR;562978;167116
Treytorrens (Payerne);1538;0;Treytorrens (Payerne);VD;551287;180193
Treyvaux;1733;0;Treyvaux;FR;576986;175301
Triboltingen;8273;0;Ermatingen;TG;725375;280372
Triengen;6234;0;Triengen;LU;648765;231936
Trient;1929;0;Trient;VS;565645;100594
Triesen;9495;0;;LI;758623;219660
Triesenberg;9497;0;;LI;760243;220650
Trimbach;4632;0;Trimbach;SO;634542;246388
Trimmis;7203;0;Trimmis;GR;761408;196290
Trimstein;3083;0;Münsingen;BE;610773;194966
Trin;7014;0;Trin;GR;746855;188388
Trin Mulin;7016;0;Trin;GR;744773;188426
Trogen;9043;0;Trogen;AR;753201;252691
Trogne (St-Martin);1969;3;Saint-Martin (VS);VS;601174;112988
Troinex;1256;0;Troinex;GE;500347;113007
Troistorrents;1872;0;Troistorrents;VS;559912;119945
Trub;3556;0;Trub;BE;633350;199286
Trubschachen;3555;0;Trubschachen;BE;631004;196948
Trun;7166;0;Trun;GR;717887;178048
Truttikon;8467;0;Truttikon;ZH;696774;275984
Trélex;1270;0;Trélex;VD;505070;140955
Trübbach;9477;0;Wartau;SG;755226;215641
Trüllikon;8466;0;Trüllikon;ZH;693897;276998
Tschappina;7428;0;Tschappina;GR;748355;172441
Tscheppach;4576;0;Buchegg;SO;603343;221968
Tscherlach;8881;6;Walenstadt;SG;744135;220373
Tschiertschen;7064;0;Tschiertschen-Praden;GR;765269;187270
Tschierv;7532;0;Val Müstair;GR;822218;167799
Tschingel ob Gunten;3656;0;Sigriswil;BE;620714;174740
Tschlin;7559;0;Valsot;GR;827464;195407
Tschugg;3233;0;Tschugg;BE;572436;208483
Tuggen;8856;0;Tuggen;SZ;714341;228778
Tumegl/Tomils;7418;0;Domleschg;GR;752872;180851
Turbach;3781;0;Saanen;BE;592091;147520
Turbenthal;8488;0;Turbenthal;ZH;706639;254588
Turgi;5300;0;Turgi;AG;661422;260314
Turin (Salins);1991;4;Sion;VS;593474;118232
Turtmann;3946;0;Turtmann-Unterems;VS;620264;128029
Tuttwil;9546;0;Wängi;TG;713485;260181
Twann;2513;0;Twann-Tüscherz;BE;578837;216073
Tägerig;5522;0;Tägerig;AG;663262;250874
Tägerschen;9554;0;Tobel-Tägerschen;TG;719641;262948
Tägertschi;3111;0;Tägertschi;BE;611278;191441
Tägerwilen;8274;0;Tägerwilen;TG;726794;279191
Täsch;3929;0;Täsch;VS;626575;101903
Täuffelen;2575;0;Täuffelen;BE;581772;212701
Törbel;3923;0;Törbel;VS;631676;120840
Tübach;9327;0;Tübach;SG;751922;261508
Tüscherz-Alfermée;2512;0;Twann-Tüscherz;BE;581534;218491
Udligenswil;6044;0;Udligenswil;LU;672937;216014
Ueberstorf;3182;0;Ueberstorf;FR;589818;190604
Uebeschi;3635;0;Uebeschi;BE;608623;176503
Ueken;5028;0;Ueken;AG;645655;259481
Uerikon;8713;0;Stäfa;ZH;699807;232354
Uerkheim;4813;0;Uerkheim;AG;644332;239642
Uerschhausen;8537;2;Hüttwilen;TG;703798;273914
Uerzlikon;8926;3;Kappel am Albis;ZH;680380;230514
Uesslingen;8524;0;Uesslingen-Buch;TG;705171;270911
Uetendorf;3661;0;Uetendorf;BE;610498;180818
Uetikon am See;8707;0;Uetikon am See;ZH;693864;236137
Uetliberg;8143;2;Stallikon;ZH;679493;244734
Uetliburg SG;8738;0;Gommiswald;SG;720247;233612
Uettligen;3043;0;Wohlen bei Bern;BE;596080;204297
Uezwil;5619;2;Uezwil;AG;662980;241004
Uffikon;6253;0;Dagmersellen;LU;644128;229076
Ufhusen;6153;0;Ufhusen;LU;635011;218610
Uhwiesen;8248;0;Laufen-Uhwiesen;ZH;689437;280668
Uitikon Waldegg;8142;0;Uitikon;ZH;676273;247140
Ulisbach;9631;0;Wattwil;SG;726155;238455
Ulmiz;3214;0;Ulmiz;FR;581880;197970
Ulrichen;3988;0;Obergoms;VS;666239;151137
Umiken;5222;0;Brugg;AG;656205;259121
Undervelier;2863;0;Haute-Sorne;JU;583384;239156
Unterbach BE;3857;0;Meiringen;BE;651465;176518
Unterbäch VS;3944;0;Unterbäch;VS;627521;125817
Untereggen;9033;0;Untereggen;SG;751365;257655
Unterems;3948;0;Turtmann-Unterems;VS;619455;126758
Unterendingen;5305;0;Endingen;AG;664289;266495
Unterengstringen;8103;0;Unterengstringen;ZH;675672;251733
Unterentfelden;5035;0;Unterentfelden;AG;645297;246711
Unteriberg;8842;0;Unteriberg;SZ;703673;212606
Unterkulm;5726;0;Unterkulm;AG;650636;240086
Unterlangenegg;3614;0;Unterlangenegg;BE;619402;183029
Unterlunkhofen;8918;0;Unterlunkhofen;AG;671726;241679
Unterramsern;4588;0;Unterramsern;SO;603341;218528
Unterrindal;9604;2;Lütisburg;SG;724644;252332
Unterschächen;6465;0;Unterschächen;UR;701394;190868
Unterseen;3800;2;Unterseen;BE;631433;170793
Untersiggenthal;5417;0;Untersiggenthal;AG;661872;261938
Unterstammheim;8476;0;Unterstammheim;ZH;701102;277478
Untersteckholz;4916;0;Langenthal;BE;630919;228305
Unterterzen;8882;0;Quarten;SG;737556;219509
Untervaz;7204;0;Untervaz;GR;759186;199535
Untervaz Bahnhof;7201;0;Trimmis;GR;761036;197701
Unterwasser;9657;0;Wildhaus-Alt St. Johann;SG;741699;228934
Unterägeri;6314;0;Unterägeri;ZG;686518;220893
Uors (Lumnezia);7114;0;Lumnezia;GR;733498;173893
Urdorf;8902;0;Urdorf;ZH;674033;248667
Urmein;7427;0;Urmein;GR;750281;173153
Urnerboden;8751;0;Spiringen;UR;711552;194134
Urnäsch;9107;0;Urnäsch;AR;738959;242142
Ursenbach;4937;0;Ursenbach;BE;625359;220576
Ursins;1412;2;Ursins;VD;541116;176305
Urswil;6280;2;Hochdorf;LU;665094;222473
Ursy;1670;0;Ursy;FR;553716;165105
Urtenen-Schönbühl;3322;0;Urtenen-Schönbühl;BE;604875;207860
Uster;8610;0;Uster;ZH;696589;244675
Uttigen;3628;0;Uttigen;BE;610361;182449
Uttwil;8592;0;Uttwil;TG;743100;272055
Utzenstorf;3427;0;Utzenstorf;BE;609374;219860
Utzigen;3068;0;Vechigen;BE;609425;201005
Uvrier;1958;2;Sion;VS;597980;122147
Uznach;8730;0;Uznach;SG;716612;231415
Uzwil;9240;0;Uzwil;SG;728257;255167
Vacallo;6833;0;Vacallo;TI;724008;78597.4
Vadura;7314;0;Pfäfers;SG;755834;202636
Vaduz;9490;0;;LI;758142;224107
Vaglio;6947;0;Capriasca;TI;720865;107133
Vaglio;6947;0;Capriasca;TI;717618;101954
Vairano;6575;1;Gambarogno;TI;706192;109815
Val-d'Illiez;1873;0;Val-d'Illiez;VS;557892;117146
Valangin;2042;0;Valangin;NE;559583;207372
Valbella;7077;0;Vaz/Obervaz;GR;761536;179921
Valchava;7535;0;Val Müstair;GR;827510;165298
Valendas;7122;0;Safiental;GR;740676;183302
Valens;7317;0;Pfäfers;SG;755162;204158
Valeyres-sous-Montagny;1441;0;Valeyres-sous-Montagny;VD;536658;183421
Valeyres-sous-Rances;1358;0;Valeyres-sous-Rances;VD;529759;178271
Valeyres-sous-Ursins;1412;0;Valeyres-sous-Ursins;VD;540166;177532
Vallamand;1586;0;Vully-les-Lacs;VD;569542;197929
Vallon;1565;2;Vallon;FR;563012;192743
Vallorbe;1337;0;Vallorbe;VD;519058;174068
Vals;7132;0;Vals;GR;733222;164509
Valzeina;7213;0;Grüsch;GR;764756;202261
Vandoeuvres;1253;0;Vandoeuvres;GE;504627;119614
Varen;3953;2;Varen;VS;613301;129619
Varenzo;6777;1;Quinto;TI;698687;151004
Vasön;7317;3;Pfäfers;SG;754968;202246
Vattiz;7146;0;Lumnezia;GR;731448;174385
Vauderens;1675;0;Ursy;FR;554728;163726
Vauffelin;2537;0;Sauge;BE;589732;226307
Vaugondry;1423;4;Tévenon;VD;538846;188678
Vaulion;1325;0;Vaulion;VD;519814;171425
Vaulruz;1627;0;Vaulruz;FR;565881;163715
Vaumarcus;2028;0;Vaumarcus;NE;547897;192176
Vaux-sur-Morges;1126;0;Vaux-sur-Morges;VD;525412;154379
Vaz/Obervaz;7082;0;Vaz/Obervaz;GR;759347;173417
Vella;7144;0;Lumnezia;GR;732825;175468
Vellerat;2830;2;Vellerat;JU;594808;241050
Veltheim AG;5106;0;Veltheim (AG);AG;653264;254104
Vendlincourt;2943;0;Vendlincourt;JU;577957;255626
Vens (Sembrancher);1933;2;Vollèges;VS;575839;104148
Venthône;3973;0;Venthône;VS;607191;128486
Verbier;1936;0;Bagnes;VS;583033;105673
Vercorin;3967;0;Chalais;VS;607286;122899
Verdabbio;6538;0;Verdabbio;GR;732561;125667
Verdabbio;6538;0;Verdabbio;GR;738425;125250
Verdasio;6655;2;Centovalli;TI;692490;113294
Vergeletto;6664;0;Vergeletto;TI;689770;120164
Vermes;2829;0;Val Terbi;JU;602979;242101
Vernamiège;1961;0;Mont-Noble;VS;599948;117634
Vernate;6992;0;Vernate;TI;711987;94820.7
Vernayaz;1904;0;Vernayaz;VS;569095;109281
Vernier;1214;0;Vernier;GE;495664;119105
Vers-chez-Perrin;1551;0;Payerne;VD;562135;182926
Vers-l'Eglise;1864;0;Ormont-Dessus;VD;576371;133632
Versam;7104;0;Safiental;GR;745558;178062
Versam;7104;0;Safiental;GR;744809;184215
Verscio;6653;0;Terre di Pedemonte;TI;699864;115620
Versegères;1947;0;Bagnes;VS;584117;101475
Versoix;1290;0;Versoix;GE;501862;126407
Vesin;1483;3;Cugy (FR);FR;556808;184211
Vessy;1234;0;Veyrier;GE;500845;114239
Vevey;1800;0;Vevey;VD;554637;145474
Vex;1981;0;Vex;VS;597023;117959
Veyras;3968;0;Veyras;VS;607580;127897
Veyrier;1255;0;Veyrier;GE;503258;113587
Veysonnaz;1993;0;Veysonnaz;VS;592085;116199
Veytaux;1820;6;Veytaux;VD;560806;141179
Vezia;6943;0;Vezia;TI;716028;97989.3
Vezio;6938;0;Alto Malcantone;TI;711753;100409
Viano;7747;0;Brusio;GR;808258;126062
Vich;1267;1;Vich;VD;508612;142691
Vichères (Liddes);1945;9;Liddes;VS;578921;93917.6
Vico Morcote;6921;0;Vico Morcote;TI;715097;87627.9
Vicosoprano;7603;0;Bregaglia;GR;768209;135765
Vicques;2824;0;Val Terbi;JU;598073;244034
Vielbringen b. Worb;3075;2;Worb;BE;608048;196020
Viganello;6962;0;Lugano;TI;718544;96769.5
Vignogn;7147;0;Lumnezia;GR;731439;173266
Vilars NE;2063;0;Val-de-Ruz;NE;561126;209106
Villa (Ayent);1966;6;Ayent;VS;598295;124995
Villa (Evolène);1985;2;Evolène;VS;605740;106200
Villa Bedretto;6781;1;Bedretto;TI;683299;151638
Villa Luganese;6966;0;Lugano;TI;720565;101478
Villaraboud;1679;0;Siviriez;FR;559758;167657
Villarbeney;1652;2;Botterens;FR;574730;164258
Villard-sur-Chamby;1832;2;Montreux;VD;561031;146365
Villarepos;1583;0;Villarepos;FR;572084;192560
Villargiroud;1694;2;Villorsonnens;FR;566612;172751
Villariaz;1685;0;Vuisternens-devant-Romont;FR;561834;168298
Villarimboud;1691;0;La Folliaz;FR;563637;176587
Villarlod;1695;0;Le Glèbe;FR;568197;172748
Villars-Bozon;1148;3;L'Isle;VD;520984;162219
Villars-Bramard;1682;4;Valbroye;VD;558707;174274
Villars-Burquin;1423;0;Tévenon;VD;537962;188710
Villars-Epeney;1404;2;Villars-Epeney;VD;543357;181439
Villars-Mendraz;1061;0;Jorat-Menthue;VD;545702;166479
Villars-Ste-Croix;1029;0;Villars-Sainte-Croix;VD;532683;157622
Villars-Tiercelin;1058;0;Jorat-Menthue;VD;543771;164234
Villars-le-Comte;1515;0;Villars-le-Comte;VD;551137;173469
Villars-le-Grand;1584;0;Vully-les-Lacs;VD;565818;195030
Villars-le-Terroir;1040;2;Villars-le-Terroir;VD;538799;167704
Villars-sous-Champvent;1443;3;Champvent;VD;534683;182044
Villars-sous-Mont;1666;2;Bas-Intyamon;FR;571681;154363
Villars-sous-Yens;1168;0;Villars-sous-Yens;VD;522481;151509
Villars-sur-Fontenais;2903;0;Fontenais;JU;572979;248620
Villars-sur-Glâne;1752;0;Villars-sur-Glâne;FR;575369;182258
Villars-sur-Ollon;1884;0;Ollon;VD;570547;127426
Villarsel-le-Gibloux;1695;4;Le Glèbe;FR;567946;173816
Villarsel-sur-Marly;1723;3;Villarsel-sur-Marly;FR;579706;178840
Villarsiviriaux;1694;0;Villorsonnens;FR;567352;172201
Villarvolard;1651;0;Corbières;FR;574635;166055
Villarzel;1555;0;Villarzel;VD;559811;177657
Villaz-St-Pierre;1690;0;Villaz-Saint-Pierre;FR;563173;174423
Villeneuve FR;1527;0;Villeneuve (FR);FR;556439;177355
Villeneuve VD;1844;0;Villeneuve (VD);VD;560508;138450
Villeret;2613;0;Villeret;BE;568043;222916
Villette (Lavaux);1096;2;Bourg-en-Lavaux;VD;544101;149415
Villiers;2057;0;Val-de-Ruz;NE;564525;213843
Villigen;5234;0;Villigen;AG;658315;264331
Villmergen;5612;0;Villmergen;AG;660846;244187
Villnachern;5213;0;Villnachern;AG;654124;257867
Vilters;7324;0;Vilters-Wangs;SG;753358;210503
Vinelz;3234;0;Vinelz;BE;575115;209246
Vinzel;1184;1;Vinzel;VD;510888;144751
Vionnaz;1895;0;Vionnaz;VS;558478;128762
Vira (Gambarogno);6574;0;Gambarogno;TI;708451;111203
Visp;3930;0;Visp;VS;633798;126731
Visperterminen;3932;0;Visperterminen;VS;636344;123222
Vissoie;3961;21;Anniviers;VS;611121;118100
Vitznau;6354;0;Vitznau;LU;679472;207120
Vnà;7557;0;Valsot;GR;822939;192367
Vogelsang AG;5412;1;Gebenstorf;AG;660322;261144
Vogorno;6632;0;Vogorno;TI;709558;120011
Volken;8459;0;Volken;ZH;689564;269805
Volketswil;8604;0;Volketswil;ZH;694180;249406
Vollèges;1941;0;Vollèges;VS;579127;104020
Vordemwald;4803;0;Vordemwald;AG;634618;235842
Vorderthal;8857;0;Vorderthal;SZ;710850;220114
Vouvry;1896;0;Vouvry;VS;557449;131709
Vrin;7149;0;Lumnezia;GR;727026;168632
Vuadens;1628;0;Vuadens;FR;567867;162887
Vuarmarens;1674;0;Ursy;FR;553168;166150
Vuarrens;1418;0;Vuarrens;VD;539536;170974
Vucherens;1509;0;Vucherens;VD;549089;163691
Vufflens-la-Ville;1302;0;Vufflens-la-Ville;VD;531029;158806
Vufflens-le-Château;1134;0;Vufflens-le-Château;VD;525750;153293
Vugelles-La Mothe;1431;0;Vugelles-La Mothe;VD;534375;186241
Vuibroye;1610;2;Oron;VD;551453;158054
Vuippens;1633;2;Marsens;FR;572009;167578
Vuissens;1486;0;Vuissens;FR;548575;176530
Vuisternens-devant-Romont;1687;0;Vuisternens-devant-Romont;FR;561046;167345
Vuisternens-en-Ogoz;1696;0;Vuisternens-en-Ogoz;FR;570517;173027
Vuiteboeuf;1445;0;Vuiteboeuf;VD;532161;184375
Vulliens;1085;0;Vulliens;VD;550832;163581
Vullierens;1115;0;Vullierens;VD;526606;158549
Vulpera;7552;0;Scuol;GR;817386;185731
Vättis;7315;0;Pfäfers;SG;752183;197370
Vérossaz;1891;11;Vérossaz;VS;565252;117775
Vésenaz;1222;0;Collonge-Bellerive;GE;504432;121434
Vétroz;1963;0;Vétroz;VS;587654;119147
Wabern;3084;0;Köniz;BE;601196;196995
Wagen;8646;0;Rapperswil-Jona;SG;709590;232372
Wagenhausen;8259;4;Wagenhausen;TG;705389;279740
Wagerswil;8564;6;Wigoltingen;TG;722045;274378
Wahlen b. Laufen;4246;0;Wahlen;BL;605849;250182
Wahlendorf;3046;0;Meikirch;BE;592117;206256
Walchwil;6318;0;Walchwil;ZG;681691;217143
Wald AR;9044;0;Wald (AR);AR;754688;253772
Wald ZH;8636;0;Wald (ZH);ZH;711847;237614
Walde AG;5046;2;Schmiedrued;AG;650977;234428
Walde SG;8727;0;Eschenbach (SG);SG;719131;236859
Waldenburg;4437;0;Waldenburg;BL;623400;248068
Waldhäusern AG;5624;2;Bünzen;AG;666479;242203
Waldkirch;9205;0;Waldkirch;SG;738730;259250
Waldstatt;9104;0;Waldstatt;AR;739324;246996
Walenstadt;8880;0;Walenstadt;SG;741793;220748
Walenstadtberg;8881;1;Walenstadt;SG;740511;222313
Walkringen;3512;0;Walkringen;BE;613413;199676
Wallbach;4323;0;Wallbach;AG;634752;268089
Wallenbuch;3206;2;Gurmels;FR;583659;197748
Wallenried;1784;3;Wallenried;FR;575361;191543
Wallenwil;8360;2;Eschlikon;TG;714252;256903
Wallisellen;8304;0;Wallisellen;ZH;687249;252632
Walliswil b. Niederbipp;3380;2;Walliswil bei Niederbipp;BE;619168;231857
Walliswil b. Wangen;3377;0;Walliswil bei Wangen;BE;618498;230909
Walperswil;3272;0;Walperswil;BE;584155;212037
Waltalingen;8468;0;Waltalingen;ZH;700336;275447
Waltensburg/Vuorz;7158;0;Waltensburg/Vuorz;GR;728102;181691
Waltenschwil;5622;0;Waltenschwil;AG;664823;242985
Walterswil BE;4942;0;Walterswil (BE);BE;625637;218037
Walterswil SO;5746;0;Walterswil (SO);SO;639100;241641
Walzenhausen;9428;0;Walzenhausen;AR;763346;257812
Wangen SZ;8855;0;Wangen (SZ);SZ;710039;227613
Wangen an der Aare;3380;0;Wangen an der Aare;BE;616845;231215
Wangen b. Dübendorf;8602;0;Wangen-Brüttisellen;ZH;691380;251650
Wangen b. Olten;4612;0;Wangen bei Olten;SO;633156;243627
Wangenried;3374;0;Wangenried;BE;616438;229599
Wangs;7323;0;Vilters-Wangs;SG;751529;210627
Wanzwil;3372;0;Heimenhausen;BE;619198;227581
Warth;8532;0;Warth-Weiningen;TG;708165;271372
Wasen im Emmental;3457;0;Sumiswald;BE;627567;210204
Wassen UR;6484;0;Wassen;UR;688480;173447
Wasserauen;9057;3;Schwende;AI;750549;238879
Wasterkingen;8195;0;Wasterkingen;ZH;677773;271560
Watt;8105;2;Regensdorf;ZH;678959;255311
Wattenwil;3665;0;Wattenwil;BE;604871;180104
Wattwil;9630;0;Wattwil;SG;725165;240005
Wauwil;6242;0;Wauwil;LU;644258;226313
Wavre;2075;2;La Tène;NE;568383;208533
Weesen;8872;0;Weesen;SG;725776;221964
Wegenstetten;4317;0;Wegenstetten;AG;637120;260463
Weggis;6353;0;Weggis;LU;675679;209552
Weiach;8187;0;Weiach;ZH;675071;267509
Weier im Emmental;3462;0;Affoltern im Emmental;BE;623909;212441
Weinfelden;8570;0;Weinfelden;TG;726142;269302
Weingarten-Kalthäusern;9508;0;Lommis;TG;716713;264876
Weiningen TG;8532;2;Warth-Weiningen;TG;709226;271718
Weiningen ZH;8104;0;Weiningen (ZH);ZH;675147;252242
Weissbad;9057;0;Schwende;AI;750741;241676
Weissenburg;3764;0;Därstetten;BE;603038;167686
Weissenstein b. Solothurn;4515;1;Oberdorf (SO);SO;605098;233346
Weisslingen;8484;0;Weisslingen;ZH;699648;254184
Weisstannen;7326;0;Mels;SG;744797;206151
Weite;9476;0;Wartau;SG;756490;217572
Welschenrohr;4716;0;Welschenrohr;SO;606012;236562
Wengen;3823;0;Lauterbrunnen;BE;636828;161886
Wengi b. Büren;3251;0;Wengi;BE;596706;214788
Wengi b. Frutigen;3714;3;Reichenbach im Kandertal;BE;617176;162060
Wenslingen;4493;0;Wenslingen;BL;635824;254489
Werdenberg;9470;5;Grabs;SG;753341;226156
Wergenstein;7433;5;Casti-Wergenstein;GR;750559;165709
Wermatswil;8615;0;Uster;ZH;698752;246518
Wernetshausen;8342;0;Hinwil;ZH;707982;239658
Werthenstein;6106;0;Werthenstein;LU;650511;211698
Wettingen;5430;0;Wettingen;AG;667346;258223
Wettswil;8907;0;Wettswil am Albis;ZH;677860;243686
Wetzikon TG;8512;3;Thundorf;TG;717414;266362
Wetzikon ZH;8623;0;Wetzikon (ZH);ZH;704167;243343
Wetzikon ZH;8620;0;Wetzikon (ZH);ZH;703395;242179
Wichtrach;3114;0;Wichtrach;BE;610267;188486
Widen;8967;0;Widen;AG;669417;246721
Widnau;9443;0;Widnau;SG;766118;252698
Wiedlisbach;4537;0;Wiedlisbach;BE;615847;232914
Wienacht-Tobel;9405;0;Lutzenberg;AR;758215;259366
Wiesenberg;6383;3;Dallenwil;NW;670538;197664
Wiesendangen;8542;0;Wiesendangen;ZH;702442;264196
Wiezikon b. Sirnach;8372;0;Sirnach;TG;716925;256555
Wiggen;6192;0;Escholzmatt-Marbach;LU;635903;193924
Wiggiswil;3053;4;Wiggiswil;BE;602450;208919
Wigoltingen;8556;0;Wigoltingen;TG;719491;273113
Wikon;4806;0;Wikon;LU;640002;234835
Wil AG;5276;0;Mettauertal;AG;653766;268003
Wil SG;9500;0;Kirchberg (SG);SG;721830;255686
Wil SG;9500;0;Wil (SG);SG;721617;258321
Wil ZH;8196;0;Wil (ZH);ZH;680077;272987
Wila;8492;0;Wila;ZH;705806;253357
Wilchingen;8217;0;Wilchingen;SH;676716;280401
Wildberg;8489;0;Wildberg;ZH;704339;253814
Wildegg;5103;0;Möriken-Wildegg;AG;654826;251927
Wildensbuch;8465;1;Trüllikon;ZH;693223;278499
Wilderswil;3812;0;Wilderswil;BE;632972;168407
Wildhaus;9658;0;Wildhaus-Alt St. Johann;SG;744783;229612
Wilen (Gottshaus);9225;0;Hauptwil-Gottshaus;TG;738861;261772
Wilen (Sarnen);6062;0;Sarnen;OW;659862;192597
Wilen b. Neunforn;8525;2;Neunforn;TG;702067;273218
Wilen b. Wil;9535;0;Wilen (TG);TG;720167;256364
Wilen b. Wollerau;8832;2;Freienbach;SZ;698201;228150
Wiler (Lötschen);3918;0;Wiler (Lötschen);VS;626863;139168
Wiler b. Seedorf;3266;0;Seedorf (BE);BE;590718;210724
Wiler b. Utzenstorf;3428;0;Wiler bei Utzenstorf;BE;608844;222466
Wileroltigen;3207;0;Wileroltigen;BE;584506;202125
Wiliberg;5058;0;Wiliberg;AG;644174;235355
Wilihof;6236;0;Triengen;LU;647360;230453
Willadingen;3425;2;Willadingen;BE;613082;221758
Willerzell;8846;0;Einsiedeln;SZ;702837;220761
Willisau;6130;0;Willisau;LU;641666;218323
Willisdorf;8253;2;Diessenhofen;TG;697582;281694
Wimmis;3752;0;Wimmis;BE;615048;169102
Winden;9315;2;Egnach;TG;744677;263524
Windisch;5210;0;Windisch;AG;658643;258180
Windlach;8175;0;Stadel;ZH;678255;266134
Winikon;6235;0;Triengen;LU;646239;231996
Winistorf;4558;3;Drei Höfe;SO;615839;222466
Winkel;8185;0;Winkel;ZH;684487;260905
Winterberg ZH;8312;0;Lindau;ZH;694847;256970
Wintersingen;4451;0;Wintersingen;BL;629294;260631
Winterthur;8408;0;Winterthur;ZH;693767;262630
Winterthur;8405;0;Winterthur;ZH;700975;259393
Winterthur;8409;0;Winterthur;ZH;701154;262984
Winterthur;8404;0;Winterthur;ZH;699484;262695
Winterthur;8400;0;Winterthur;ZH;695996;261894
Winterthur;8406;0;Winterthur;ZH;695113;259926
Winznau;4652;0;Winznau;SO;637126;245972
Wirzweli;6383;4;Dallenwil;NW;670579;196221
Wisen SO;4634;0;Wisen (SO);SO;634075;249120
Wislikofen;5463;0;Wislikofen;AG;669554;267825
Wittenbach;9300;0;Wittenbach;SG;746291;258459
Wittenwil;9547;0;Aadorf;TG;712001;262572
Witterswil;4108;0;Witterswil;SO;606763;259636
Wittinsburg;4443;0;Wittinsburg;BL;630229;253015
Wittnau;5064;0;Wittnau;AG;640699;258885
Wittwil;5053;2;Staffelbach;AG;645459;237913
Wohlen AG;5610;0;Wohlen (AG);AG;663968;245514
Wohlen b. Bern;3033;0;Wohlen bei Bern;BE;593688;202507
Wohlenschwil;5512;0;Wohlenschwil;AG;661560;251393
Wolfenschiessen;6386;0;Wolfenschiessen;NW;673535;195633
Wolfertswil;9116;0;Degersheim;SG;731406;250766
Wolfhalden;9427;0;Wolfhalden;AR;759264;257805
Wolfhausen;8633;0;Bubikon;ZH;703194;234576
Wolfisberg;4704;2;Wolfisberg;BE;616744;236018
Wolfwil;4628;0;Wolfwil;SO;626849;235589
Wolhusen;6110;0;Wolhusen;LU;648329;212275
Wollerau;8832;0;Freienbach;SZ;699554;228088
Wollerau;8832;0;Wollerau;SZ;697008;228015
Worb;3076;0;Worb;BE;609151;197365
Worben;3252;0;Worben;BE;589123;216529
Worblaufen;3048;0;Ittigen;BE;602098;203351
Wuppenau;9514;0;Wuppenau;TG;725442;261835
Wynau;4923;0;Wynau;BE;628472;234281
Wynigen;3472;0;Wynigen;BE;617628;217516
Wyssachen;4954;0;Wyssachen;BE;629299;214310
Wädenswil;8820;0;Wädenswil;ZH;692640;231001
Wäldi;8564;4;Wäldi;TG;724584;277078
Wängi;9545;0;Wängi;TG;714466;261788
Wölflinswil;5063;0;Wölflinswil;AG;642530;257081
Wöschnau;5012;3;Eppenberg-Wöschnau;SO;644285;248241
Wünnewil;3184;0;Wünnewil-Flamatt;FR;587546;191182
Würenlingen;5303;0;Würenlingen;AG;661039;264913
Würenlos;5436;0;Würenlos;AG;669863;255078
Yens;1169;0;Yens;VD;521614;152432
Yverdon-les-Bains;1400;0;Yverdon-les-Bains;VD;539038;181165
Yvonand;1462;0;Yvonand;VD;547053;183241
Yvorne;1853;0;Yvorne;VD;563208;131168
Zauggenried;3309;2;Fraubrunnen;BE;607770;213579
Zeglingen;4495;0;Zeglingen;BL;635630;251932
Zeihen;5079;0;Zeihen;AG;648921;258487
Zeiningen;4314;0;Zeiningen;AG;632946;265927
Zell LU;6144;0;Zell (LU);LU;636669;220517
Zell ZH;8487;0;Zell (ZH);ZH;704489;256314
Zeneggen;3934;0;Zeneggen;VS;632880;124914
Zermatt;3920;0;Zermatt;VS;623861;96487.9
Zernez;7530;0;Zernez;GR;803144;175446
Zetzwil;5732;0;Zetzwil;AG;653885;237727
Zezikon;9556;2;Affeltrangen;TG;718850;266047
Ziefen;4417;0;Ziefen;BL;620119;253193
Ziegelbrücke;8866;0;Glarus Nord;GL;722845;221624
Zielebach;4564;1;Zielebach;BE;610186;223187
Zignau;7167;0;Trun;GR;719709;177642
Zihlschlacht;8588;0;Zihlschlacht-Sitterdorf;TG;737427;265137
Zillis;7432;0;Zillis-Reischen;GR;753484;166893
Zimmerwald;3086;0;Wald (BE);BE;602793;192275
Zinal;3961;25;Anniviers;VS;614320;109227
Zizers;7205;0;Zizers;GR;761690;200600
Zofingen;4800;0;Zofingen;AG;638889;237232
Zollbrück;3436;0;Rüderswil;BE;623298;202987
